annualGrammy,awardFor,awardType,category,name
20,Just A Little Talk With Jesus,Individual,"Best Gospel Performance, Traditional",Just A Little Talk With Jesus
20,Wonderful!,Individual,"Best Soul Gospel Performance, Contemporary",Wonderful!
20,James Cleveland Live At Carnegie Hall,Individual,"Best Soul Gospel Performance, Traditional",James Cleveland Live At Carnegie Hall
20,Home Where I Belong,Individual,Best Inspirational Performance,Home Where I Belong
20,Don't It Make My Brown Eyes Blue,Individual,"Best Country Vocal Performance, Female",Don't It Make My Brown Eyes Blue
20,Lucille,Individual,"Best Country Vocal Performance, Male",Lucille
20,Heaven's Just A Sin Away,Individual,Best Country Vocal Performance By A Duo Or Group,Heaven's Just A Sin Away
20,Country Instrumentalist Of The Year,Individual,Best Country Instrumental Performance,Country Instrumentalist Of The Year
20,Don't It Make My Brown Eyes Blue,Individual,Best Country Song,Don't It Make My Brown Eyes Blue
20,Hard Again,Individual,Best Ethnic Or Traditional Recording,Hard Again
20,Dawn,Individual,Best Latin Recording,Dawn
20,Aren't You Glad You're You,Individual,Best Recording For Children,Aren't You Glad You're You
20,Let's Get Small,Work,Best Comedy Recording,Steve Martin
20,The Belle Of Amherst,Individual,Best Spoken Word Recording,The Belle Of Amherst
20,Star Wars - Main Title,Work,Best Instrumental Composition,John Williams
20,Star Wars,Work,Best Original Score Written For A Motion Picture Or A Television Special,John Williams
20,Annie,Individual,Best Cast Show Album,Annie
20,Concert Of The Century,Work,Best Classical Album,Vladimir Horowitz
20,Mahler: Symphony No. 9 In D,Individual,Best Classical Orchestral Performance,Mahler: Symphony No. 9 In D
20,Gershwin: Porgy And Bess,Individual,Best Opera Recording,Gershwin: Porgy And Bess
20,Verdi: Requiem,Work,Best Choral Performance (Other Than Opera),Georg Solti
20,Schoenberg: Quartets For Strings (Complete),Individual,Best Chamber Music Performance,Schoenberg: Quartets For Strings (Complete)
20,Vivaldi: The Four Seasons,Individual,Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Vivaldi: The Four Seasons
20,"Beethoven: Piano Sonata No. 18 In E Flat/Schumann: Fantasiestucke, Op. 12",Individual,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),"Beethoven: Piano Sonata No. 18 In E Flat/Schumann: Fantasiestucke, Op. 12"
20,Bach: Arias,Individual,Best Classical Vocal Soloist Performance,Bach: Arias
20,Ravel: Bolero,Individual,"Best Engineered Recording, Classical",Ravel: Bolero
21,Just The Way You Are,Individual,Record Of The Year,Just The Way You Are
21,Saturday Night Fever - Soundtrack,Individual,Album Of The Year,Saturday Night Fever - Soundtrack
21,Just The Way You Are,Individual,Song Of The Year,Just The Way You Are
21,A Taste Of Honey,Individual,Best New Artist,A Taste Of Honey
21,You Needed Me,Individual,"Best Pop Vocal Performance, Female",You Needed Me
21,Copacabana (At The Copa),Individual,"Best Pop Vocal Performance, Male",Copacabana (At The Copa)
21,Saturday Night Fever,Individual,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Saturday Night Fever
21,Children Of Sanchez,Individual,Best Pop Instrumental Performance,Children Of Sanchez
21,Last Dance,Individual,"Best R&B Vocal Performance, Female",Last Dance
21,On Broadway,Individual,"Best R&B Vocal Performance, Male",On Broadway
21,All 'n All,Individual,"Best R&B Vocal Performance By A Duo, Group Or Chorus",All 'n All
21,Runnin',Individual,Best R&B Instrumental Performance,Runnin'
21,Last Dance,Individual,Best Rhythm & Blues Song,Last Dance
21,Here You Come Again,Individual,"Best Country Vocal Performance, Female",Here You Come Again
21,Georgia On My Mind,Work,"Best Country Vocal Performance, Male",Willie Nelson
21,Mamas Don't Let Your Babies Grow Up To Be Cowboys,Work,Best Country Vocal Performance By A Duo Or Group,Willie Nelson
21,One O'Clock Jump,Individual,Best Country Instrumental Performance,One O'Clock Jump
21,The Gambler,Individual,Best Country Song,The Gambler
21,What A Friend,Individual,"Best Gospel Performance, Contemporary Or Inspirational",What A Friend
21,Refreshing,Individual,"Best Gospel Performance, Traditional",Refreshing
21,Live In London,Individual,"Best Soul Gospel Performance, Contemporary",Live In London
21,Live And Direct,Individual,"Best Soul Gospel Performance, Traditional",Live And Direct
21,Happy Man,Individual,Best Inspirational Performance,Happy Man
21,I'm Ready,Individual,Best Ethnic Or Traditional Recording,I'm Ready
21,Homenaje a Beny More,Individual,Best Latin Recording,Homenaje a Beny More
21,The Muppet Show,Individual,Best Recording For Children,The Muppet Show
21,A Wild And Crazy Guy,Work,Best Comedy Recording,Steve Martin
21,Citizen Kane,Individual,Best Spoken Word Recording,Citizen Kane
21,Theme From Close Encounters Of The Third Kind,Work,Best Instrumental Composition,John Williams
21,Close Encounters Of The Third Kind,Work,Best Album Of Original Score Written For A Motion Picture Or A Television Special,John Williams
21,Ain't Misbehavin',Individual,Best Cast Show Album,Ain't Misbehavin'
21,All Fly Home,Individual,Best Jazz Vocal Performance,All Fly Home
21,Montreaux '77 - Oscar Peterson Jam,Individual,"Best Jazz Instrumental Performance, Soloist",Montreaux '77 - Oscar Peterson Jam
21,Friends,Work,"Best Jazz Instrumental Performance, Group",Chick Corea
21,Live In Munich,Individual,"Best Jazz Instrumental Performance, Big Band",Live In Munich
21,The Wiz Main Title - Overture Part One,Individual,Best Instrumental Arrangement,The Wiz Main Title - Overture Part One
21,Got To Get You Into My Life,Individual,Best Arrangement Accompanying Vocal(s),Got To Get You Into My Life
21,Stayin' Alive,Individual,Best Arrangement For Voices,Stayin' Alive
21,Boys In The Trees,Individual,Best Album Package,Boys In The Trees
21,"A Bing Crosby Collection, Vols. I & II",Individual,Best Album Notes,"A Bing Crosby Collection, Vols. I & II"
21,"The Lester Young Story, Vol. 3",Individual,Best Historical Repackage Album,"The Lester Young Story, Vol. 3"
21,FM (No Static At All),Individual,Best Engineered Recording - Non-Classical,FM (No Static At All)
21,"Bee Gees, Albhy Galuten & Karl Richardson",Individual,Producer Of The Year,"Bee Gees, Albhy Galuten & Karl Richardson"
21,Brahms: Concerto For Violin In D,Individual,Best Classical Album,Brahms: Concerto For Violin In D
21,Beethoven: Symphonies (9) (Complete),Individual,Best Classical Orchestral Performance,Beethoven: Symphonies (9) (Complete)
21,Lehar: The Merry Widow,Individual,Best Opera Recording,Lehar: The Merry Widow
21,Beethoven: Missa Solemnis,Work,"Best Choral Performance, Classical (Other Than Opera)",Georg Solti
21,Beethoven: Sonatas For Violin And Piano,Individual,Best Chamber Music Performance,Beethoven: Sonatas For Violin And Piano
21,Rachmaninoff: Con. No. 3 In D Minor For Piano (Horowitz Golden Jubilee),Work,"Best Classical Performance, Instrumental Soloist(s) (With Orchestra)",Vladimir Horowitz
21,The Horowitz Concerts 1977/78,Work,"Best Classical Performance, Instrumental Soloist(s) (Without Orchestra)",Vladimir Horowitz
21,Luciano Pavarotti - Hits From Lincoln Center,Individual,Best Classical Vocal Soloist Performance,Luciano Pavarotti - Hits From Lincoln Center
21,Varese: Ameriques/Arcana/Ionisation (Boulez Conducts Varese),Individual,"Best Engineered Recording, Classical",Varese: Ameriques/Arcana/Ionisation (Boulez Conducts Varese)
22,What A Fool Believes,Individual,Record Of The Year,What A Fool Believes
22,52nd Street,Individual,Album Of The Year,52nd Street
22,What A Fool Believes,Individual,Song Of The Year,What A Fool Believes
22,Rickie Lee Jones,Individual,Best New Artist,Rickie Lee Jones
22,I'll Never Love This Way Again,Individual,"Best Pop Vocal Performance, Female",I'll Never Love This Way Again
22,52nd Street,Individual,"Best Pop Vocal Performance, Male",52nd Street
22,Minute By Minute,Individual,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Minute By Minute
22,Rise,Individual,Best Pop Instrumental Performance,Rise
22,Hot Stuff,Individual,"Best Rock Vocal Performance, Female",Hot Stuff
22,Gotta Serve Somebody,Work,"Best Rock Vocal Performance, Male",Bob Dylan
22,Heartache Tonight,Work,Best Rock Vocal Performance By A Duo Or Group,Eagles
22,Rockestra Theme,Work,Best Rock Instrumental Performance,Paul McCartney
22,Deja Vu,Individual,"Best R&B Vocal Performance, Female",Deja Vu
22,Don't Stop 'til You Get Enough,Work,"Best R&B Vocal Performance, Male",Michael Jackson
22,After The Love Has Gone,Individual,"Best R&B Vocal Performance By A Duo, Group Or Chorus",After The Love Has Gone
22,Boogie Wonderland,Individual,Best R&B Instrumental Performance,Boogie Wonderland
22,After The Love Has Gone,Individual,Best Rhythm & Blues Song,After The Love Has Gone
22,I Will Survive,Individual,Best Disco Recording,I Will Survive
22,Blue Kentucky Girl,Work,"Best Country Vocal Performance, Female",Emmylou Harris
22,The Gambler,Individual,"Best Country Vocal Performance, Male",The Gambler
22,The Devil Went Down To Georgia,Individual,Best Country Vocal Performance By A Duo Or Group,The Devil Went Down To Georgia
22,Big Sandy/Leather Britches,Individual,Best Country Instrumental Performance,Big Sandy/Leather Britches
22,You Decorated My Life,Individual,Best Country Song,You Decorated My Life
22,Heed The Call,Individual,"Best Gospel Performance, Contemporary Or Inspirational",Heed The Call
22,Lift Up The Name Of Jesus,Individual,"Best Gospel Performance, Traditional",Lift Up The Name Of Jesus
22,I'll Be Thinking Of You,Individual,"Best Soul Gospel Performance, Contemporary",I'll Be Thinking Of You
22,Changing Times,Individual,"Best Soul Gospel Performance, Traditional",Changing Times
22,You Gave Me Love (When Nobody Gave Me A Prayer),Individual,Best Inspirational Performance,You Gave Me Love (When Nobody Gave Me A Prayer)
22,"Muddy ""Mississippi"" Waters Live",Individual,Best Ethnic Or Traditional Recording,"Muddy ""Mississippi"" Waters Live"
22,Irakere,Individual,Best Latin Recording,Irakere
22,The Muppet Movie,Individual,Best Recording For Children,The Muppet Movie
22,Reality...What A Concept,Individual,Best Comedy Recording,Reality...What A Concept
22,Ages Of Man - Readings From Shakespeare,Individual,"Best Spoken Word, Documentary Or Drama Recording",Ages Of Man - Readings From Shakespeare
22,Superman Main Title Theme,Work,Best Instrumental Composition,John Williams
22,Superman,Work,Best Album Of Original Score Written For A Motion Picture Or A Television Special,John Williams
22,Sweeney Todd,Individual,Best Cast Show Album,Sweeney Todd
22,8:30,Individual,"Best Jazz Fusion Performance, Vocal Or Instrumental",8:30
22,Fine And Mellow,Work,Best Jazz Vocal Performance,Ella Fitzgerald
22,Jousts,Individual,"Best Jazz Instrumental Performance, Soloist",Jousts
22,Duet,Work,"Best Jazz Instrumental Performance, Group",Chick Corea
22,"Duke Ellington At Fargo, 1940 Live",Work,"Best Jazz Instrumental Performance, Big Band",Duke Ellington
22,Soulful Strut,Individual,Best Instrumental Arrangement,Soulful Strut
22,What A Fool Believes,Individual,Best Arrangement Accompanying Vocals,What A Fool Believes
22,Breakfast In America,Individual,Best Album Package,Breakfast In America
22,Charlie Parker - The Complete Savoy Sessions,Individual,Best Album Notes,Charlie Parker - The Complete Savoy Sessions
22,Billie Holiday - Giants Of Jazz,Individual,Best Historical Reissue,Billie Holiday - Giants Of Jazz
22,Breakfast In America,Individual,Best Engineered Recording - Non-Classical,Breakfast In America
22,Larry Butler,Individual,Producer Of The Year,Larry Butler
22,Brahms: Symphonies (1-4),Work,Best Classical Album,Georg Solti
22,Brahms: Symphonies (1-4),Work,Best Classical Orchestral Recording,Georg Solti
22,Britten: Peter Grimes,Individual,Best Opera Recording,Britten: Peter Grimes
22,Brahms: A German Requiem,Work,"Best Choral Performance, Classical (Other Than Opera)",Georg Solti
22,Copland: Appalachian Spring,Individual,Best Chamber Music Performance,Copland: Appalachian Spring
22,Bartók: Piano Cons. Nos. 1 & 2,Individual,Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),Bartók: Piano Cons. Nos. 1 & 2
22,The Horowitz Concerts 1978/79,Work,Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),Vladimir Horowitz
22,O Sole Mio - Favorite Neapolitan Songs,Individual,Best Classical Vocal Soloist Performance,O Sole Mio - Favorite Neapolitan Songs
22,Sondheim: Sweeney Todd,Individual,"Best Engineered Recording, Classical",Sondheim: Sweeney Todd
22,James Mallinson,Individual,Classical Producer Of The Year,James Mallinson
23,Sailing,Individual,Record Of The Year,Sailing
23,Christopher Cross,Individual,Album Of The Year,Christopher Cross
23,Sailing,Individual,Song Of The Year,Sailing
23,Christopher Cross,Individual,Best New Artist,Christopher Cross
23,The Rose,Individual,"Best Pop Vocal Performance, Female",The Rose
23,This Is It,Individual,"Best Pop Vocal Performance, Male",This Is It
23,Guilty,Work,Best Pop Performance By A Duo Or Group With Vocal,Barbra Streisand
23,One On One,Individual,Best Pop Instrumental Performance,One On One
23,Crimes Of Passion,Individual,"Best Rock Vocal Performance, Female",Crimes Of Passion
23,Glass Houses,Individual,"Best Rock Vocal Performance, Male",Glass Houses
23,Against The Wind,Individual,Best Rock Performance By A Duo Or Group With Vocal,Against The Wind
23,Reggatta De Blanc,Individual,Best Rock Instrumental Performance,Reggatta De Blanc
23,Never Knew Love Like This Before,Individual,"Best R&B Vocal Performance, Female",Never Knew Love Like This Before
23,Give Me The Night,Individual,"Best R&B Vocal Performance, Male",Give Me The Night
23,Shining Star,Individual,Best R&B Performance By A Duo Or Group With Vocal,Shining Star
23,Off Broadway,Individual,Best R&B Instrumental Performance,Off Broadway
23,Never Knew Love Like This Before,Individual,Best Rhythm & Blues Song,Never Knew Love Like This Before
23,Birdland,Individual,"Best Jazz Fusion Performance, Vocal Or Istrumental",Birdland
23,Could I Have This Dance?,Individual,"Best Country Vocal Performance, Female",Could I Have This Dance?
23,He Stopped Loving Her Today,Individual,"Best Country Vocal Performance, Male",He Stopped Loving Her Today
23,That Lovin' You Feelin' Again,Work,Best Country Performance Duo Or Group,Emmylou Harris
23,Orange Blossom Special/Hoedown,Individual,Best Country Instrumental Performance,Orange Blossom Special/Hoedown
23,On The Road Again,Work,Best Country Song,Willie Nelson
23,The Lord's Prayer,Individual,"Best Gospel Performance, Contemporary Or Inspirational",The Lord's Prayer
23,We Come To Worship,Individual,"Best Gospel Performance, Traditional",We Come To Worship
23,Rejoice,Work,"Best Soul Gospel Performance, Contemporary",Shirley Caesar
23,"Lord, Let Me Be An Instrument",Individual,"Best Soul Gospel Performance, Traditional","Lord, Let Me Be An Instrument"
23,With My Song I Will Praise Him,Individual,Best Inspirational Performance,With My Song I Will Praise Him
23,Rare Blues,Individual,Best Ethnic Or Traditional Recording,Rare Blues
23,La Onda Va Bien,Individual,Best Latin Recording,La Onda Va Bien
23,In Harmony/A Sesame Street Record,Individual,Best Recording For Children,In Harmony/A Sesame Street Record
23,No Respect,Individual,Best Comedy Recording,No Respect
23,"Gertrude Stein, Gertrude Stein, Gertrude Stein",Individual,"Best Spoken Word, Documentary Or Drama","Gertrude Stein, Gertrude Stein, Gertrude Stein"
